"GeneSymbol"	"C1_raw"	"C3_raw"	"C4_raw"	"C7_raw"	"C8_raw"	"A9_raw"	"A10_raw"	"A11_raw"	"A12_raw"	"A14_raw"	"A15_raw"	"A16_raw"	"A17_raw"
"TEX13A"	0	0	0	2	3	1	0	0	1	1	1	0	1
"TEX12"	33	20	18	45	49	49	29	28	39	21	30	35	13
"TEX11"	1	2	2	1	4	3	2	1	0	1	9	18	1
"NDNL2"	267	186	321	439	261	237	216	297	314	342	339	432	202
"RNF17"	9	3	8	42	3	2	14	43	2	8	5	7	4
"STK31"	74	40	76	111	165.6864839	109	61	48	148	147	94	90	57
"TDRD1"	47	46	106	97	85	80	111	86	76.6	83	99	147.0137993	32
"GSDMC"	8	0	0	26	8	3	0	7	4	0	1	1	5
"DNAH7"	1879	2409	2400	3706	2395	1838.007833	2262	2026	2346	2384	2595	2917	1459
"ANKH"	3299	2666	4863	6437	4081	3221	3368	4501	3961	4708	3858	5906	2818
"MOSPD1"	189.7660945	121	231	348.7524788	197.0005008	198	193.0024582	198	220	182.8484555	197.0003567	359.0111416	122.0330565
"FAM54B"	677	629	1091	1381	824	679	750	925	1022	995	946	1449	639
"LMOD3"	21	11	10	24	15	17	14	10	12	16	21	30	11
"KIAA1370"	1266.617007	758	1259.566913	1224	1342.845749	943.0159776	1177.030899	1257.003639	1833	1277.9	1174	1508	803
"SUSD2"	32	11	33	22	28	13	29	34	15	39	36	34	27
"ZNF253"	296	228	442	488	326	322	238	384	464	519	333	588	295
"KIAA1217"	1057	896	1662	2001.102101	1341.05026	828.0001042	1014.000243	1117	1256.000083	1543	1331.00018	1927.05122	883
"BTNL2"	18	10	11	26	16	16	11	12	22	23	13	21	9
"C21orf62"	99	64	134	82	42	93	90	111	177	186	104	214	130
"MRAP"	88	53	108	117	109	89	82	133	108	120	104	146	67
"YLPM1"	4063	3659	5271	6114	4062	3728	3716	4560	5176	5345	4427	6973	3082
"CRTAM"	10	3	6	15	9	6	15	10	5	9	15	23	8
"RNF20"	1835	1370	2181	2768	1903	1573	1759	1877	2213	2352	2154	2723	1284
"TXNDC13"	2570	1403.246819	2565	4600.964132	3361.900935	2555.985248	2975.248532	2406	2367	2803	2356.9704	4003	1432
"SERTAD4"	78	27	116	170	99	145	65	91	95	161	97	135	60
"MEPCE"	523	429	755	853	630	442	549	619	517	706	720	854	392
"CTNNBL1"	639	495	979	1051	635	604	553	864	720	921	698	1202	506
"C8orf44"	289	226	265	308	237	193	241	292	402	362	324	345	175
"RP5-1022P6.2"	1608.02929	1151.589608	990	3336.301935	1529.842528	1780	1253.015369	980.8775971	1873.87152	2665.590892	1609.859272	1809.700501	661.3861581
"LRRC8A"	1841	1461	2666	2692	2333	1195	1221	2282	2499	2065	2537	3229	2003
"CPXM1"	14	6	11	20	14	2	21	5	10	9	13	16	7
"CCBL2"	1416	947	1756	2797	1647	1825	1796	1251	2119	2448	1927	2209	1044
"IRGC"	0	2	3	1	4	1	2	2	0	1	2	0	1
"WDR45L"	1222	787	1833	1868	1346.028511	1155	1153	1413	1838	1771	1641	2001	962
"BEX4"	1945.947409	1320	2366	3795.983275	2501.903351	2255	1937	1719	2122.033986	2761.170459	2199.67405	3416.048186	920
"PARD3"	1242.509329	1084.685994	1316.986541	989.0898667	1100.082805	802.0097563	901	1164	1608.577014	1305.980465	1197.404928	1445.652163	1183.043207
"IL1F9"	0	1	0	0	0	2	1	0	0	3	1	0	1
"SLC7A10"	86	122	159	229	160.000382	110	74	136	123	176	193	204	150
"TRPV5"	56	38	71	61	50	57	18	82	62	110	65	65	36
"ANKRD7"	42	58	128	161	95	114	94	90	84	108	128	131	56
"METTL3"	1031	768	1384	1518	956	964	1086	1028	1312	1308.018226	1099	1410	788
"PRMT8"	453	322	447	755	619	473	446	238	307	496	498	719	239
"PPAN"	60	56	113	122	77	66	54	77	101	99	106	119	70
"LTB4R2"	50	62	87	73	78	60	66	91	94	124	91	84	56
"CTPS2"	493.0015611	308	713	677.0002889	497.0009911	603.5833333	510	562	670	851	746	830.0219384	437
"RPRM"	31	44	177	187	87	48	45	66	71	111	69	150	77
"CCL28"	27	14	39	30	27	13	13	9	19	34	31	47	8
"EIF4ENIF1"	1068.966667	954.0807729	1787.893805	1889	1395.773765	1089.835616	1035.939394	1279.027864	1467.100892	1565.053452	1266.894957	1818.725661	832
"KCNQ5"	2139	1799	3358	5146	3223	2534	2416	2833	2543	3286	2108	4473	1594
"DNAJC12"	386	248	601	775	493	406	320	476	394	490	420	794	215
"CHST7"	93	96	136	190	107	77	73	107	166	155	206	180	127
"CYP26B1"	533	234	491	902	669	336	417	277	325	358	585	557	223
"TUBB4Q"	0	0	0	0	3	1	2	1	0	3	2	0	0
"ERO1LB"	582	304	679.3813921	709.7337003	520	435	477	656	645	733.7469985	476	616.7533417	266
"SLC2A9"	53	26	44	62	38	41	58	70	58	65	74	84.02567953	48
"DIABLO"	547	358.9	799	1129	637	602	514.0175219	567.0085305	780.9123147	799.9333333	762	966.0042091	436
"INPP5E"	302	503	745	642	458	349	291	547	486	580	532	829	397
"ASAH2"	2	8	31	9	14	13	25	7	12	17	0	20	2
"BCCIP"	563.8415842	426	768	900	545	570	474	718	807.1645878	759	586	1028.916553	421
"EIF5A2"	556	384	635	1457	907.0293448	813	833.1364207	814.67087	712	927	753.887141	1503.765925	468
"TMPRSS4"	0	0	0	1	3	1	1	0	0	1	1	1	0
"CLDND1"	11401.13344	3389.154297	9936.541616	9224.033642	6863.600364	8914.462088	8287.247533	11850.88095	14693.51167	14733.72454	11244.06627	11678.33811	6597.501764
"C18orf2"	57	45	25	39	38	33	39	35	34	56	36	60	31
"C10orf2"	78	72	155	148	83	78	50	146	141	111	85	169	75
"NPDC1"	1456	1667	2178	2511	1758	1046	1238	1735	2272	1949	2134	3014	1553
"POLE4"	233	147	290	544	343	220	172	292	363	303	358	442	219
"OR2S2"	2	1	1	5	3	4	0	4	2	4	2	6	4
"TRIM39"	368	262	475	560	383	307	323	439	430	470	454	564	220
"KCNK13"	17	13	17	12	23	12	24	31	29	27	22	36	18
"KCNK12"	147	146	268	203	136	88	90	242	141	187	181	227	162
"PANX2"	205	342	502	440	296	190	188	319	295	438	472	510	370
"MUC13"	2	1	0	4	0	0	1	2	2	0	0	2	0
"SUCNR1"	5	3	10	2	5	1	5	5	1	2	0	9	1
"C11orf17"	175	126.8674081	304	351	226	177	175	216.3771686	276.9818182	296	260	368	173
"C11orf16"	5	14	10	10	7	4	11	12	14	14	18	14	13
"TMEM9B"	878.9417476	458.8486166	852.7407003	1412	1016.769929	835.0251773	785.0310417	921	1193.989011	1175.902639	1076.232036	1182.926576	635
"NRIP3"	628	363	755	1681	884.8756629	740.0101575	725.0470231	684	719	881	689.3543596	1285	347
"ASCL3"	4	1	4	2	1	3	6	4	3	6	3	5	5
"SAR1A"	1923	1346	2205	3793	2359	2168	2020	1950	2549	2863	2467	3307	1321
"C21orf59"	240	182	365	419	218	249	210	219	350	302	312	417	192
"JPH1"	489	415	596	876	614	440	455	464	413	527	589	1070	374
"RETN"	2	0	1	2	0	1	2	0	1	1	2	0	0
"SLC2A4RG"	93	175	232	216	155	109	136	157	167	313	267	220	155
"BARHL1"	2	1	0	2	0	1	3	0	4	6	0	2	1
"FMN2"	4857	4233	5699	7307	5370	3879	4402	5115	5499	7106	5042	8423	3805
"ZC3HAV1"	491	447	666	633	516	445	438	662	913	926	617	1085	598
"IFNK"	75	46	59	77	61	72	75	96	90	97	88	106	54
"SLAMF8"	146	99	154	212	129	139	118	115	158	137	113	261	94
"GPR137"	230	272	476.0272891	515.9836066	330.5411517	253.8518261	206.957268	425.0775133	333	375.901118	315.010462	475	314
"SPHK2"	294	302	500	649	473	345	320	408	397	497	589	586	405
"TCEAL7"	1264	722	1490	2727	1602	1628	1135	1203	1326	1712	1301	1961	721
"GRIPAP1"	3691.020237	3735.143873	5070.111278	5825.70526	4154.936546	3270.099327	3297.110222	3631	4407.029978	4950.018772	4360.667157	5862.607365	2847
"C15orf24"	499.0998343	213	564.9876543	916	654	497	505.0642535	533.083637	608	674	541	878	283
"RAD18"	352	316	458	469.5768051	383.710686	344.03053	321.9463475	275	454	463.0404199	434	511.7011746	219
"BRUNOL4"	2842.02682	2189	3903	5314.883862	3335.952085	2214.882786	2015.961538	2891	2821.962008	3047.961613	3537	5137.921297	2224.27274
"CDC42SE1"	1211	784	1365	1642	1038	1038	960	1303	1403	1615	1103	1808	964
"FSTL5"	976.8614657	485.9074546	1493.916234	2783.95254	1498.946387	1444.648992	1108.857799	1180.686355	1420	1458.974841	1073.767096	2136.883349	670
"UGCGL1"	2736	1988	3736	4178.947016	2617.95452	2607	2234.95027	3537	3135.028921	3215	2733.639448	4360	2071
"KCMF1"	1172	788	1459	2148	1335	1245	1124	1338	1195	1352	1032	1931	761
"TM9SF3"	4516.806564	2228.043871	4073.867832	7495.007154	5092.875595	4810.200366	4288.941939	4798.03346	5320.32979	5870.676037	4731.58035	7168.885589	2847
"MDM1"	574	395.8795166	723.8550155	798.915	488.9119431	600	542.9298246	594	850.9672131	671	677.8813115	799.7738173	452
"C8orf4"	104	79	125	157	61	121	95	78	127	166	111	138	66
"UBQLN4"	604	471	1011	1072	714	602	563	839	680	695	624	1271	444
"AGPAT3"	2417	1951	2936	4298	3185	2153	2145	2774	2987	3226	3061	4295	2246
"AGPAT4"	2334.021379	1399.977778	2796.021746	3836.031286	1906.01172	2069.98	1712.02794	2600.9875	2687.008089	3049.027918	2639.011462	2957.050386	1619.215993
"DPYSL5"	1412	710	1703	2129	976	1034	897	2604	1684	1343	1909	1771	1328
"WRNIP1"	1061	706	1754	1822	1208	930	872	1236	1200	1113	1134	1864	767
"BDH2"	431	333	678	603	449	585	398	502	840	758	477	555	409
"ANKS1B"	7483.590674	5946.061868	11129.8879	10409.21264	7562.008564	6538.724797	6317.733418	7037.273698	8654.310608	8612.720173	7878.423493	11408.02389	5046.00757
"TMEM167B"	992	569	1000	1652	1256.911512	1064	978.9354839	1007	1173	1490	1093.43764	1753.922144	570
"NDUFA4L2"	61	105	158	117	68	64	119	84	128	186	236	172	86
"PNO1"	207	130	270	403	355	205	219	279	396	350	243	467	150
"PAPOLB"	19	21	18	41	23	13	20	22	27	34	23	36	37
"SH3GLB2"	2191.878748	1837.000471	3359.224961	5572.174824	3352.089701	2143.490373	2043.340151	2523.460162	3026.809031	3329.801777	3656.87279	4743.851241	2236.146601
"C15orf39"	57	95	133	160	105	69	73	131	126	136	134	181	118
"THAP10"	124	76	155	206	164	133	127	148	134	206	177	246	104
"SPIRE1"	3881.986238	2424.991545	5533.984229	6407.984886	4731.960477	4119.983178	3158.975972	5105.942631	4699.946754	4747.987558	3734.966028	6502.974375	3173.956887
"STARD7"	3434	2295	5541	6640	4681	4011	3366	4714	4866	4561	3905	6423	3014
"C21orf7"	17	26	9	24	32	6	35	26	27	57	59	28	9
"C11orf60"	753	587	1343.959632	1381	813	810	739	1059	1007	1166.985401	965	1611.956738	569
"C1GALT1"	220	129	230	363	277	221	229	257	305	375	287	382	174
"OTOR"	2	0	0	0	1	0	1	0	1	0	0	0	1
"EXOSC5"	162	115	252	363.8952275	246	197	163	226	228.0277982	262	253	331	136
"SMARCAD1"	2277	1541	2629	3351	2275	2257	2143	2259	2969	3039	2576	3265	1770
"MEIS3"	590.8815304	733.7798931	904	1115.971456	654.5710912	420.7837665	465.9160301	276	672	511.9246307	573	934.8683167	444
"DKFZp547H025"	0	0	9	4	0	3	3	4	1	12	7	5	2
"DHX33"	610.0030444	456.7	747	912.0022706	687.1388622	455.0238195	428	658.8867925	701.0073878	864	627.3775522	1034	425
"SEMA3G"	87	106	115	481	197	86	172	114	226	492	455	395	135
"MCCC1"	1837.909388	1175.860557	2322.947646	2418.174976	1686.157973	1550.000891	1452.060274	1623.913607	2132	2033	1933.459859	2300.834319	1230
"NMUR2"	150	35	53	38	79	64	49	129	124	36	38	121	68
"PAK6"	866	674	699	1490.824769	1291.033828	553.0406128	610	592	872	1046	1186	1426	625
"LXN"	54	32	43	58	34	49	35	59	94	82	96	73	34
"NCLN"	517	542	933	966	783	426	442	824	804	811	969	1257	574
"GPR108"	628	468	1163.99585	1160.755459	611.4227511	688	539.9002368	875.9499561	869.9010018	978.9108645	969.635412	980.8506327	766
"SPPL2B"	294	449	708	709	660	396	445	449	834	774	717	745	486
"FEM1C"	1526	997	1612	2601	1844	1509	1529	1853	1915	2245	1943	3099	1333
"DUS3L"	200	189	301	369.7481825	350	171	224	225	327	295	415	419	233
"CA10"	978	719	1211	2614	1635	1105	1046	941	849	868	849	2044	575
"C11orf75"	39	18	33	40	60	29	47	29	41	44	34	49	17
"PMEPA1"	686	376	631	1055	831	547	437	820	727	644	510	1019	493
"ARNTL2"	601	433	663	1317	719	625	544	720	644	764	602	1012	413
"DUSP22"	827	511.5721038	1070	1473.823399	788.4522031	1072	768.7080642	1103.45921	964.0101582	1307.867815	878	1412.720387	651.1774928
"C3orf37"	606.8856266	535	808.0767047	1223.896103	926.9047584	653	836.0145508	727	760	930.9090603	873.4876725	1220.602789	421
"C16orf61"	476.0577779	273.9521152	643.9352518	937	437	509	489.7890969	532	522.9603968	561.584259	496.6678916	736.8448099	374
"ENY2"	658	422	635	1176.989041	687	748.9874851	611.9589726	582	826	915	727	996.9856354	383.9283216
"OLFML3"	65	32	96	51	72	71	60	121	88	77	99	101	68
"MRPS22"	766	531	1166	1391	900	911	789	902	999	1048	871	1270	547
"C11orf30"	1155	859	1812	1403	856	976	805	1445	1429	1475	1151	1471	901
"MFF"	2057.162289	1320.21424	2613.878563	3131.152823	2109.729823	2004.960971	1774.819653	2196.043672	2309.038729	2459.46465	2021.027742	2867.696635	1342
"C14orf124"	373	284	546	598	397	567	316	548	539	558	500	697	334
"XAB2"	650	607	1182	1224	882	631	659	979	932	1117	1110	1488	636
"SMYD2"	872	466	1124.172668	2432.940451	1232.974153	1107	1004	1209.957124	807.9645557	1112.947733	881.9821429	1440.911493	504
"C5orf15"	509	223	497	811	550	492	443	444	650	669	597	767	355
"PRTFDC1"	727.9392197	424	638.7001026	1069	680.5182714	711.8756658	720.9561451	666	1081.967912	933.916034	1086.888493	916.9668606	532.8408196
"NT5M"	71	96	174	256.0200571	187	125	111	110	182	212	157	206	86
"NIT2"	453	359	628	963	592	578	575	390	662	770	676	843	298
"MEPE"	177	96	191	221	254	157	137	154	216	285	69	475	87
"LHX9"	0	0	3	4	1	0	0	0	2	0	0	0	0
"OTUD7B"	1834.034334	1038	1964	2090.013775	1544	1624	1381.008733	1979.018625	2886.869048	2478	2189.006561	2251	1306
"SHD"	159	93	223	244.0735872	218.6896313	97	131.0203941	102	83.00987436	137	106	203	100
"RGMA"	487	552	998	911	848	471	439	609	1136	1437	977	1387	829
"WDR93"	51	37	57	48	13	38	34	28	50	70	52	51	35
"PARP6"	2339.964564	1634	3495.936892	4132.749177	2476	2315.961117	1730.010732	2557.889721	2551.041965	2645	2034.42289	3573.864381	1645
"RPL23AP13"	248	276	262	322	184	212	213	226	266	294	269	392	211
"ATXN7L3"	2478	2149	4275	5893	3804	2536	2541	3064	2755	3457	3262	5477	2160
"CEACAM19"	41	40	76	46	37	35	63	49	56	64	45	103	53
"FAM20C"	101	114	173	183	132	108	83	147	271	261	186	265	144
"STOX2"	1927	1475	2727	3055	1921	1655	1525	2061	2115	2334	2162	3061	1372
"PRDM8"	1035	755	1145	1299.583333	954.3966981	659	636	1277.001625	876	878	946	1234.493654	728
"PRDM10"	572	359.0351587	875.0233837	993	554	557	473.9090909	668	673	598	637	888	467
"PRDM11"	158	141	268	362	224	174	174	221	212	226	262	342	153
"KTELC1"	381	272	467	584	392	427.8965517	466.863412	522.9746835	476	573	423	598	309
"PSMG2"	612	349	641	894	589	628	581	613	720	693	639	959	399
"C17orf48"	198	94	248	237	191	151	166	175	259	218	244	253	128
"DTWD1"	315.0728431	239.0424842	437	475.1102323	317.3261264	390.096753	289.129517	389.0593797	493.0562109	500.1189712	380	498.1594886	236
"BBX"	2406.110859	1313.13174	2978.142953	2729.309438	1597.190169	2197.516409	1794.148995	2552.000714	2741.110932	3061.001833	2476.129803	2985.146599	1842
"CDC42SE2"	710	421	982	1598	914	775	765	893	905.0131789	1116	796	1205	456
"KIF15"	115	87	169	191	92	81	72	132	169	142	138	127	85
"TOMM22"	433	280	652	1073	647	470	486	569	531	632	482	896	282
"CHPT1"	1638	1435	1775	2277	1924	1483	1246	1943	2206	2609	1841	2629	1441
"TULP4"	6596	4467	7036	10477	6482	5869	5158	7691	7606	7747	6898	9976	4364
"SLC12A9"	268	213	421	439	279	265	207	477	412	430	416	459	258
"CABC1"	735	684	1661	1511	1000	990.0275247	886	1260	1200	1172	1170	1717	825
"CTNNBIP1"	587	444	585	1236	974	529	542	538.567744	817	959	943	1085	533
"ADAMTS9"	872	255	941	392	416	536	383	791	1192	844	415	2205	801
"ACN9"	95	43	104	190	116	103	70	101	80	141	127	199	81
"C7orf36"	129	70	145	160	123	95	134	105	136	173	125	179	62
"CCDC47"	2870	1918	3312	3899	3023	2890	2486	3201	3892	4094	3499	4253	2028
"CXCR7"	143	110	111	137	108	114	181	131	162	158	226	176	120
"CABP4"	3	5	11	8	5	2	9	9	9	12	13	27	5
"AKR1B10"	2	3	2	0	2	0	2	1	4	4	4	2	1
"COQ9"	751.6399063	683	1252	1243.908411	839.5396754	710	613.0232446	995	1068.97368	962.7888729	856.8222977	1451	702
"CCNL1"	1744	1058	2172	1921	1646	1626	1390	1535	2214	2368	1771	1998	1258
"CIAPIN1"	455	295.774729	710	1078.627933	585	527.5179528	399.0180609	680	580.2832073	745.8124557	492.4696611	986.7468657	296
"C16orf62"	3356.725966	2191	4004.961508	5058.544916	3193.422337	3030.551804	2852.063189	3892.707528	4437.810603	4321.941918	3853.697291	4350.584746	2297
"PDXP"	1265	1110	1977	3077	2145	1263	1252	1504	1634	1945	1903	2796	1156
"SLC17A7"	9572.061535	6431.036548	10358.06014	19370.07564	13657.69413	7441.887027	6209.268448	9040.067711	10603.95019	10909.18974	10381.90736	15988.93475	7461.683492
"C1orf63"	2004	1618	2400	2372	889	1537	1430	2338	2057	2043	2233	2541	1549
"ANKMY2"	1318.074088	935.0275647	1674	2594	1996.008232	1434.960265	1181.983871	1088	1516	1855	1629	2152	853
"RARS2"	997	675.7623095	1060.044493	1232.771028	869.5007009	932.8682783	918.8033195	818.9028448	1245.053333	1466.233296	1144.86037	1139	537
"TWSG1"	523	272	450	800	561	557	415	508	726	700	729	754	474
"PLSCR2"	0	1	5	4	0	1	1	1	3	3	1	3	1
"PLSCR3"	82	132	140	191	132	98	112	156	152	189	181	226	108
"UTP3"	277	243	288	513	333	296	319	342	369	434	344	513	199
"CHRNA10"	4	15	22	12	6	10	9	26	23	17	27	29	12
"TBX20"	0	2	1	4	5	0	0	1	1	1	3	0	0
"PCBP4"	1500.000598	1476	2212	2451.092281	1623.182275	1551	1441.038383	1941.008818	2737	2877	2746.232384	2000.169045	1507
"HYMAI"	28	20	38	61	39	26	34	38	42	34	42	56	32
"DDX24"	6708	4074	9680	12469	9439	7240	6800	6523	6762	7949	6953	12658	3671
"CASC5"	13	11	19	10	10	7	6	8	19	27	31	15	3
"SLC17A6"	272	183	446	879	791	525	385	600	245	395	193	804	191
"AGTRAP"	104.7899813	66	157	132	89	76	104	166	161	166	194	214.8292819	101
"PLSCR4"	1044	874	786	1145	943	917	1243.376901	821	2148	1980	1674.243598	2288.233916	1331
"ENTPD7"	465	301	427	676	503	458	434	491	629	557	433	688	362
"CASS4"	15	15	18	20	15	6	10	25	19	20	15	35	14
"PCNP"	1814.47217	1120.030179	1558.369297	3663.150683	2262.665323	2252.934649	2244.649717	1910.67832	2340.447506	2754.700858	2188.929419	3144.791531	1313.76734
"TRIM49"	0	0	1	0	0	2	3	0	0	0	0	0	0
"CPA6"	2	0	5	0	2	0	13	2	5	1	5	0	1
"C1orf128"	2422.482861	1218.018849	3487.850703	4066.597576	2920.99274	2610.689798	2388.994095	2413.981982	2222.348101	2832.568912	2220.922543	4034.042538	1145
"RPGRIP1"	14	14	15	14	9	11	13	19	31	15	21	27	11
"PARP11"	498	345	514	766.002789	622.0024824	460	420	509	762	682.0015759	660.257623	750.0014388	343.1330574
"AVEN"	201	123	243	265	155	188	129	273	225	223	174	341	185
"ANO2"	119	143	334	126	124	128	154	301	240	169	189	277	140
"C12orf4"	987	705.9642857	1441	2184.767112	1248.973578	1122.026171	1032	1148.014522	1298.832451	1346	1204.662695	2112.921388	734
"C12orf5"	417	265	667	988	520	535	423	717	574	795	412	849	402
"PNPLA2"	409	436	514	468	503	220	205	522	547	620	535	692	389
"CYSLTR2"	38	33	53	32	29	34	34	45	54	50	56	47	46
"NAT14"	238	173	379	627	312	235	201	348	293	308	287	477	212
"PDSS2"	193	144	308	364	233	240	187	295	261	271	215	400	190
"REXO4"	275	335	700	770	259	345	327	601.0509356	462	473	431	790	319
"HRASLS"	84	82	130	235	156	123	108	105	156	131	139	159	62
"RAB25"	5	2	12	10	4	2	7	3	7	12	8	9	1
"TRPC7"	3	15	8	16	2	8	9	2	11	9	1	4	8
"ZNF695"	10	9	30	32	26	11	8	13	29	13	25	47	16
"INTS12"	251	167	354	324	201	219	258	301	370	393	264	370	202
"CAMK1D"	3069	1668	2859	4121	2958	2090	2295	2110	1955	2652	2380	3918	1612
"SPINLW1"	3	3	3	4	2	0	3	15	4	6	3	2	3
"GOPC"	2040	1388	2463	3809	2125	2162	2004	2251	2371	2366	2253	3695	1294
"LPAR5"	53	35	75	42	58	53	44	85	77	71	112	133	81
"NUP107"	1008	601	1062.760749	1382.826271	888.8632546	1100	1061.095327	1034	1461.068877	1521	1209.01663	1410.661317	629
"CD248"	3	14	16	21	13	10	7	14	16	46	14	33	12
"PLXDC1"	419	514	736	1104.617753	551.8716334	426	367	548	518	719	458	944	415
"CD177"	71	13	16	13	12	3	15	18	10	9	10	25	15
"RHBG"	6	14	3	2	16	3	1	0	10	14	5	3	3
"LYRM4"	318	236	505	648.0989984	394	334	267	313	362	429	401	544	229
"MRPL47"	611	320	776	1056	650	577	513	657	689	817	591	935	402
"ATP13A1"	791	820	1379	1320	1031	699	593	1070	1133	1095	1119	1370	977
"CHMP1B"	589	394	639	1100	760	553	469	632	573	759	774	1074	515
"MAN1C1"	841	871	1502	1282	1227	946	909	1305	1053	1513	1219	2222	907
"C20orf3"	1737	999	2216	2878	2400	1575	1670	1860	1958	2152	1857	2695	1056
"RGL3"	90	147.002099	281	144	101	87	36	201	199	189	126	216	183
"RNPEPL1"	256	307	454	399	272	216	206	414	423	427	390	474	360
"RTN4"	14748.92356	7707.267468	19279.58937	33066.10407	19149.45921	16908.91392	14949.03399	17143.80898	14210.89388	18295.44911	15003.34323	25928.88181	8625.940495
"ADCK1"	211	189	404	377	233.0112115	262	286	304	329.9230769	335	369	385.0347851	197
"PAK7"	717	669	1147	1981	1047	884	706	866	965	1098	923	1736	623
"TMEM159"	35	18	72	142	117.4210506	69	42	64	58	60	89.26773642	92	40
"SCYL3"	505	358	551	672	565	430	474	454	698	642	584	716	318
"KIAA1219"	3645	2534	4830	6084	3781	3922.054867	3167	4585	4480	4626.084391	3629	6221	2700
"LYRM1"	382	233	575	741	450	298	344	400	463.006667	591	404	683.0185478	244
"C6orf162"	335	264	372	669	403	422	329	320	402	470	428	689	241
"SLURP1"	0	4	2	0	0	0	0	2	1	1	2	0	2
"SLC44A2"	1869.894242	1742	2213.656445	3269	1972	1667.871345	2396	2307	2993.915016	3562.938319	3136.884052	3072	1959.871166
"SMURF1"	1394	1128	2061	2903	1314	1380	1226	1542	1850	1882	1557	2372	1129
"TMEM63C"	1646	1191	2085	1778	1899	1279	1194	1504	1611	1908.024984	1515	2734.045854	1317
"PHTF2"	1135	705	1238	1498	1285	1116	1001	1060	1555	1619	1217	1597	657.1530164
"JPH2"	11	8	10	6	11	7	13	10	38	31	15	32	7
"TRIM54"	71	61	74	111	133	35	50	30	74	110	81	88	67
"PELI2"	389	305	565	700	468	471	403	523	616	446	619	646	479
"PELI1"	673	322	783	811	643	601	510	797	855	668	630.1056585	820.7624065	528
"GJC2"	186	79	229	235	125	182	96	279	218	236	230	137	129
"SALL4"	11	5	8	5	9	6	3	5	10	10	7	10	7
"ASPHD2"	153	128	266	405	225	151	154	242	127	168	198	319	129
"ZNFX1"	1481	1143	1861	2301	1494.049715	1361	1216	1544	1975	1956	1843	2376.754136	1220
"DOLPP1"	231	167	409	376.3943799	302.9055321	226	215	253	321	355	293	360.7213485	178
"CAMK1G"	2142.224917	1308	2142.206692	2540.979067	2036.953199	1421	1847	1743.975157	1690.959101	1791	1905.971971	3656.370437	827
"CORO1B"	378	272	673	644	442	385	347	574	607	656	829	747	428
"VARS2"	832	1094	1519	1254	1008.9375	650	563	1150.928653	1483	942	1085.874729	1620	1004
"ZMIZ1"	3160	2330	3613	3607.258427	2664	1862	1893	3149	3343	3672	3496	4591.000856	2687
"KIAA1191"	1758.28752	1358.011596	2270.81866	3276.192486	2384.961162	1750.401757	1661.639187	1850.582988	2080.194719	2344.499842	2096.81309	3361.821957	1248.797319
"ACTR3B"	961.0860687	643	1383.090243	1906.722916	1138	873	799.7911419	1044.064694	1062.944902	1165.868648	1018	1761.927843	580
"SLC39A10"	4484	2924	5959	12563	7558	6466	4656	3798	4490	6032	4163	9562	2528
"ANKRD50"	1117	658	1075	2411	1343	1301	1226	987	1351	1396	1135	1952	617
"C15orf17"	1021	882.7470028	1579.01467	1954.52	1207	1072	954	1201.269393	1389.249949	1393	1294	2123	925
"NPAL3"	3409.052038	1789	4509.140976	5769.350485	3555.011846	3052.940708	2698.139763	4463.201031	3990.046353	4264.237414	3955.200183	5586.278309	2545
"C20orf74"	2012	1507	2179	2301.417928	1189	1341	1429	2130	2126	1996	1736.009819	2348	1546
"THOC2"	2899	1918	3609	3409	2423	2782	2433	2912	3587	3323	2847	3638	1956
"ADAMTSL3"	627	355	847	836	442	605	427	830	1024.775743	637	607	715	479
"KIAA1147"	3427	2163	4572	5022	3103	3255	2571	4104	4021	4333	3438	4700	2751
"SEPN1"	774	779	1132	1195	994	656	600	988	1157	1447	1317	1598	964
"VN1R1"	145	100	152	148	128	82	104	150	208	146	150	187	95
"MCOLN1"	257	189	364	378	263	225	202	292	354	432	360	417	252
"ATP10A"	258	482	417	463	359	366	363	497	528	603	502	953	413
"ATP8B2"	1523	1559	2358	2296	1628	1481	1146	1828	1919	2159	1630	2346	1472
"ATP10D"	754	536	912	794	591	629	501	919	991	874	762	1027	582
"ZNF248"	1875	1378	2183	2762.642857	1564.193316	1807.54053	1519.661017	1779	1930.492537	2205	1661.173337	2875	1284
"SLC45A4"	547	632	1252	1423	705	538	491	1111	646	759	869	1474	722
"GPR126"	118.6	68	107	152	69	70.6	124	140	130	106	217	188	98
"KIAA0495"	304	318	596	665	345	374	278	523	527	549	480	600	431
"C13orf1"	546.0624321	391.020404	639	1210.489982	870.9655229	764.8429791	677.0199187	587.0468952	680.866138	799.0054962	820.1974376	1042.546601	432.2151253
"KIAA1199"	553	603	1297	1435	1168	958	1304	960	1144	1383	1232	1651	817
"THAP11"	247	158	366	476	349	255	205	316	354	307	306	517	253
"VANGL2"	177	168	360	310	188	224	175	240	399	308	268	332	214
"TTC7A"	645	590	1138	888	576	542	524	884.0032675	965	985	1067.885606	1127.796521	743
"KIAA1244"	7043	4420	8336	10783	8318	6168	5480	7330	8407	9102	7614	10024	4866
"ERGIC1"	835.086498	561	1253.013921	1397.955393	815.9189888	610	588	798	869	847.4843348	866	1338.150813	691
"SMEK2"	2451	1852	3153.007254	4054	2435.503049	2968.01238	2649.009511	2871.968379	3398.044202	3694.001784	2869	4325.021264	2799
